COD_ID_PRODUTO,DES_PRODUTO,total_vendido
9626,COPO STRAWPLAST CRISTAL PARA SUCO/REFRIGERANTE COM 10 UNIDADES 340ML,173.00
105340,SALGADINHO PRINGLES FREE FIRE DE BATATA RANCH 158G,173.00
9891,RACAO FOSTER 1KG PREM RACA PEQ MED,173.00
102083,FRALDA CAPRICHO BUMMIS DO PICA PAU MEGA G COM 42 UNIDADES,173.00
105317,FARINHA LACTEA NESTLE 850G RF ORIG EMB MEGA ECON,172.00
101459,REFRIGERANTE FANTA LARANJA LATA 310ML,172.00
104487,KIT REFRIGERANTE 1 GUARANA ANTARCTICA 2L + 1 PEPSI 1COLA 2L OS 2 JUNTOS POR MUITO MENOS,172.00
60509,BARRA CEREAL NATURALE 22G ZER ACUC MORANGO,172.00
60511,BARRA CEREAL NATURALE 22G ZER ACUC BANANA,172.00
93576,CAPSULA CAFE STARBUCKS C/10 COLOMBIA,172.00
105702,SHAMPOO DOVE 400ML TEXTURAS REAIS CACHEAD,172.00
84265,VINHO CASAL GARCIA 750ML VERDE SWEET,172.00
104905,RICOTA FRESCA QUATA KG,171.44
31768,REQUEIJAO TIROL 400G CREMOSO C/QUEIJO,171.00
74491,ELIMINADOR ODORES SANOL 2L TRADICIONAL,171.00
93516,COND PANTENE 400ML MICELAR,171.00
100584,EMBALAGEM GALVANOTEK C/10 MINI TORTA G32M,171.00
103678,"EXTRATO DE TOMATE ODERICH 1,01KG",171.00
95930,ERVA MATE SCHNEIDER NATURALE TRADICIONAL 1KG,171.00
31398,BEBIDA LACTEA FRUTIROL 170G MORANGO,171.00
106634,REFRESCO FRUKITO 200ML LIMAO,171.00
85460,TEMPERO KARPINSKI 80G C/MOEDOR FRANGO,171.00
5116,COMPOSTO LACTEO NINHO + 400G CRESCIMENTO 1+,171.00
63424,"DOCE PETRY 1,8KG PESSEGO",171.00
92269,RACAO COMPLETO PREMMIA 1KG RACAS PEQUENAS,171.00
96819,BOLO VITAO 300G S/GLUT LARAN,171.00
105510,DIFUSOR AROMAS GLADE 100ML SUAV NUVENS,170.00
106274,KIT SHAMP 800ML+COND750ML EICO TRAT MANDIOCA,170.00
93087,FARINHA TRIGO MALETTI 5KG ESPECIAL,170.00
11862,LUBRIFICANTE HENKEL 300ML SUP LUB,170.00
60519,BARRA CEREAL NATURALE 22G COCO C/CHOCOLAT,170.00
72959,*QUEIJO PARMISSIMO PROVOLONE FATIADO 150G,169.00
104079,CHINELO HAVAIANAS KIDS FLORES PINK LEMONADE N? 29/30,169.00
31843,ERVA MATE BARAO 500G TERERE NAT,169.00
78043,VINHO SAINT GERM 750ML *ROSE SUAVE,169.00
106433,ELASTICO CAB BONITTA C/100 PROF SORT,169.00
31395,IOGURTE TIROL 130G BI CAMADA GELEIA MORANGO,169.00
98368,CARRO GGB PICK-UP DEFENSOR VERM SOLAR,169.00
15432,FONDUE STA CLARA 400G TRADICIONAL,169.00
105480,"RECHEIO BOM PRINCIPIO 1,01KG CHOC LEITE",169.00
99979,LINGUICA DE CARNE SUINA MALFATTI RESFRIADA CAMPEIRA KG,168.01
34703,AZEITONA LA VIOLETERA 200G VER C/C,168.00
105298,DESINFETANTE OMO DE USO GERAL PINHO 500ML,168.00
13019,COND TRESEMME 400ML RECON E FORCA,168.00
104649,OLEO IPIRANGA PARA MOTO PERFORMANCE 4T 10W30 API SL 1L,168.00
100598,EMBALAGEM GALVANOTEK 250ML C/25 POTE TAMPA G710,168.00
104721,FILE DE PEITO DE FRANGO MACEDO IQF CONGELADO 1KG,168.00
93970,"COBERTURA SORVETE SELECTA 1,3KG CHOC",168.00
106477,BEUCARNEA P20,167.00
97073,DESINFETANTE LYSOL 360ML SPRAY BRISA MANHA,167.00
3479,VINHO RESERVADO SANTA HELENA CARMENERE 750ML,167.00
92111,ASSADEIRA PANELUX 33X22CM POLIDA CLASSIC,167.00
80475,MARIOLA GUIMARAES 760G,167.00
90751,FRALDA CAPRICHO SENSATY PREM C/8 EG,167.00
79092,MOP LIMPA VIDRO NOVICA SPRAY,167.00
98142,CARNE BOV BEST KG ANG PICAN FAT RESF,166.61
101574,"LIMPADOR AJAX MULTIUSO ALTERNATIVA AO CLORO 1,75L",166.00
97484,TORTA SUPERPAN 700G CONG MARTA ROCHA,166.00
65601,"CHOC GRANULADO DONA JURA 1,005KG COLORIDO",166.00
94825,IOGURTE VERDE CAMPO 250G. NAT WHEY 21G COCO,166.00
92161,SNACK VITAO 40G INT ERVAS FINAS,166.00
105684,"JARRA NADIR 1,2L LADRILHOS",166.00
99391,PANQUEQUEIRA MTA 22CM TAPIOCA CEREJA,166.00
12391,BONECA POLLY POCKET BASIC SORT,166.00
100050,"BOMBOM NUTS BITES CASTANHAS, AMENDOIM E FRUTAS COM COBERTURA DE CHOCOLATE BRANCO 60G",166.00
77905,LIMPADOR MR MUSCULO 500ML TIRA LIMO 30% GTS,166.00
94541,IOGURTE VERDE CAMPO 250G NAT WHEY 21G MOR,166.00
93578,CAPSULA CAFE STARBUCKS C/10 HOUSE BLEND,166.00
105351,FUNIL PLASVALE PEQUENO CORES SORTIDAS 1 UNIDADE,165.00
103314,PANQUECA MARICOTA 600G CARNE CONG,165.00
102084,FRALDA CAPRICHO BUMMIS DO PICA PAU MEGA EG COM 38 UNIDADES,165.00
94476,FERMENTO APTI 250G QUIMICO,165.00
11830,LICOR AMARULA 750ML CREAM,165.00
91836,CARNE BOV BEST KG FIL MIGN RESF,164.83
71829,MASSA MOSMANN 300G INT S/GLUT CASEIRA,164.00
98981,QUINOA APTI EM GR?OS 150G,164.00
105711,BRINQ PLASPOLO ESCAVADEIRA PC KIDS 360,164.00
68757,CAFE GUIDALLI 500G VACUO EXTRA FORTE,164.00
21705,ESPATULA SANREMO CASAR PRETA,164.00
105470,SUCO PARA DILUIR DAFRUTA TROPICAL DE UVA 950ML,164.00
104934,QUEIJO LATPASSOS MUSSARELA FATIADO 1KG,164.00
21703,COLHER SANREMO CASAR PRETA,164.00
88101,ESM RISQUE 8ML SEDA BASE TECH,164.00
3192,VINHO GRANJA UNIAO 750ML BRA MERLOT,164.00
89841,VINHO STA LAURA 750ML MEIO SECO TANNAT,164.00
105181,INCENSO ATRIA AROMAS LINHA PREMIUM DE CITRONELA COM 8 VARETAS,164.00
105782,BALAO BR FESTAS 40CM METALIZ PRATA N3,164.00
81279,JG COPO NADIR 360ML C/6 OPERA,164.00
105716,"MOLHO VIGOR 1,5KG LACTEO GOURM QJO CHEDDAR",164.00
100589,EMBALAGEM GALVANOTEK C/10 POTE REDONDO G750,163.00
9048,IOGURTE NESTLE 170G NATURAL MEL,163.00
73824,COQUETEL VELHO BARREIRO 910ML CAFE,163.00
105700,COND DOVE 400ML TEXTURAS REAIS CACHEAD,163.00
76970,FRALDA HUGGIES SUPREME CARE XXG C/ 52 UNID,163.00
75264,AZEITONA RIVOLI 160G FAT,163.00
102028,FARINHA DE TRIGO PANFACIL TIPO 1 ESPECIAL PARA CONFEITARIA 5KG,163.00
76630,BICO NEOPAN SILICONE ORTO N2 C/1 UNIDADES,163.00
101767,CARNE BOVINA PATINHO RESFRIADO ESTANCIA GAUCHA KG,162.08
15517,VINHO G UNIAO 750ML *ROSE DE MERLOT,162.00
95928,ERVA SCHNEIDER 500G FLOR MATE,162.00
5106,FORMULA INF NESTOGENO 1 800G,162.00
76632,COPO NEOPAN 140ML EDUCATIVO ROSA,162.00
93780,CAFE 35 250G GOURMET,162.00
91262,RUM INTENCION 900ML RON BLANCO,162.00
68824,CARNE SUINA DTALIA KG PERNIL S/OSS TEMP,161.10
89260,SABONETE LIQ SENSUS 440ML ERVA DOC,161.00
58020,RACAO FOSTER 7KG PREMIUM ORIG,161.00
4153,VELA DE ANIVERSARIO AZUL CONSERV NUMERO 5,161.00
94299,P?O BAUDUCCO 400G GR?OS CLASSICOS,161.00
78505,PROTETOR DIARIO ALWAYS L40 P30 RES,161.00
86158,ERVA MATE BARAO 500G TERERE ICE MENTA,160.00
87373,VINHO LOMA NEGRA 750ML SECO CABERNET SAUVIGNON TINTO DE MESA,160.00
98336,ERVA-MATE BAR?O EXPORT 1KG,160.00
90389,FILTRO ASPIRADOR ARNO FILTRONS FLEX S1400W,160.00
98285,TEMPERO KARPINSKI 67G SAL HIMALAIA ALHO/CEB/SALSA,160.00
105710,BRINQ PLASPOLO RODAO CONSTRUCAO,160.00
92112,FORMA PUDIM PANELUX 22CM POLIDA CLASSIC,160.00
77829,"PALMITO MUCHO GUSTO 1,8KG RODELA CONSERVA",159.00
78582,SHAMPOO PANTENE HIDRO-CAUTERIZAC?O FRASCO 175ML,159.00
39305,"AFIADOR FACA MOR 9,5X5CM 003901",159.00
89756,ARROZ MEU BIJU 1KG PARBOILIZADO,159.00
78005,GELEIA BOM PRINCIPIO 250G. GOURMET CEBOLA CARAMEL,159.00
104771,VODKA WALESA BIG APPLE 950ML,159.00
3059,GELATINA MADRUGADA 30G ABACAXI,159.00
103062,OLEO BRONZEADOR HEDERA 200ML SUN FPS15 UVB+UVA,159.00
98888,PEPEROMIA SCANDENS COM 21,159.00
93392,SALSA VERDE CLASSE UN,159.00
105103,GIN GORDONS 700ML LONDON DRY PREM PINK,159.00
98877,ESTOMAGO BEST BEEF CONGELADO 800G,159.00
101643,P?O DE ALHO S?O BENTO 400G TRADICIONAL,159.00
102082,FRALDA CAPRICHO BUMMIS DO PICA PAU MEGA M COM 50 UNIDADES,159.00
91819,CARNE BOV BEST KG ANG GRANITO RESF,158.19
3319,VINHO SAINT GERM 750ML TINTO SECO,158.00
99305,CEREAL ALCA FOODS 730G MATINAL CORN SUGAR,158.00
5901,CHA VERDE PRENDA COM 10 SACHES 18G,158.00
99667,VINHO ORIGEN 750ML CHARDONNAY BRANCO SECO,158.00
76968,FRALDA HUGGIES SUPREME CARE G C/ 64 UNID,158.00
106322,DES ABOVE 150ML ELEMENTS AERO MASC SHINY SILVER,158.00
7986,MOLHO DE PIMENTA-VERMELHA ORIGINAL TABASCO VIDRO 60ML,158.00
68408,BEBIDA LACTEA FRUTIROL 900G FRUT CEREAIS,158.00
75416,BANQUETA MOCHO MEDIO,158.00
41942,SHAMPOO JOHNSONS BABY 400ML *GOTAS BRILH,158.00
105478,"RECHEIO BOM PRINCIPIO 1,01KG CHOC BCO",157.00
100450,WHISKY GRAND OLD PARR 1L BLENDED,157.00
14016,MIST MARIA INES PAO FRANCES 25KG,157.00
10752,ASSADEIRA MARINEX LASANHEIRA RET FUNDA 87708,157.00
106332,AVE FIESTA SEARA KG CONG CHURRASQUEIRA,156.81
48199,QUEIJO STA CLARA KG GORGONZOLA CUNHA,156.12
106029,COQUETEL FREE AFRIKA 900ML MARULA. VANILLA,156.00
104549,TOALHA RO LUFAMAR 450G 50X80 BELLAG GARDEN,156.00
64673,ABSORV ALWAYS C/32 ACTIVE DIA C/ABA LV+ POR -,156.00
87003,ESC CABELO MARCO BONI ALMOF OVAL MED ANIMAL PRIN,156.00
46945,CHUPETA NEOPAN NEON N2 ROSA,156.00
7580,MACHO E FEMEA QUTIL 10A CINZA,156.00
30988,DUCHA LORENZETTI 4T 6800W BELLA *220V,156.00
42441,RADICHE HIDROPONICA MEINERZ UN,156.00
84249,CHOC CHOCOA 240G CACAU AMANDE,156.00
4152,VELA DE ANIVERSARIO AZUL CONSERV NUMERO 4,155.00
81624,"COBERT COBERTOP 1,01KG BARRA BRANCO",155.00
90426,FRALDA HUGGIES SUPREME CARE MEGA RN C/ 34,155.00
92793,BOLO DI PADUA 400G REDONDO FORMIGUEIRO,155.00
105709,BRINQ PLASPOLO CARRO RODAO RADICAL,155.00
92167,REPELENTE OFF 100ML SPRAY FAMILY,155.00
103988,LIMPADOR VEJA GOLD MULTIUSO FLORAL COM 10% DE DESCONTO 500ML,154.00
93387,RUCULA VERDE CLASSE UN,154.00
11918,ESPUMANTE CHANDON 750ML ROSE,154.00
105516,LUGAR AMERICANO VIZAPI 28X43 RISOTTO MULTIC,154.00
93505,COND PANTENE 170ML MILAGROSOS CACHO 3 MIN,154.00
104178,"RECHEIO LACTA 1,05KG SUAS CRIACOES LAKA",154.00
3069,GELATINA MADRUGADA 30G PESSEGO,154.00
99000,SABONETE EM BARRA PROTEX DUO PROTECT COM 8 UNIDADES 85G,154.00
98287,TEMPERO KARPINSKI 85G MIX LINHACA,154.00
35785,SOBRECOXA FGO SADIA 1KG CONG BAND,154.00
102656,AGUA TONICA AGUA DA SERRA 200ML,154.00
5833,CHA PRETO PRENDA COM 10 SACHES 18G,154.00
106316,ESPUMANTE CORDERO PIEL LOBO 750ML. DULCE BCO,153.00
3045,CHA MADRUGADA HORTELA 10G,153.00
5197,CREME PENT SEDA 300ML LISO PERFEITO,153.00
106589,"BISC ISABELA 301,5G TORTINHAS MOR LV+ POR-",153.00
99487,KIT 2 SHAMP HEAD SHOULDERS 200ML ANTI CASPA,153.00
70479,CUIA VIDU COLORIDA,153.00
105497,ODORIZADOR GLADE 360ML AERO LIVRE LEVE LILAS,153.00
95075,ARROZ TORDILHO 1KG RISOTO,153.00
86946,TESOURA ESCOLAR CIS S/PONTA,153.00
93779,CAFE 35 500G ESPECIAL POUCH,153.00
91900,ESPUMANTE FREIXENET 750ML ITALIAN ROSE,153.00
93581,CAPSULA CAFE STARBUCKS C/10 BLOE ESPRE ROAS,153.00
64735,PRESERVATIVO PRUDENCE C/3 CELEBRAT,153.00
100580,XAROPE MONIN 700ML CRANBERRY,152.00
97465,MASCARA EICO 1KG SALAO CASA,152.00
100798,MOLHO BARBECUE ODERICH COM 200 SACHES DE 8G,152.00
99669,VINHO ORIGEN 750ML MALBEC TINTO SECO,152.00
16410,DESENG MR MUSCULO 500ML RF COZINHA,152.00
92925,*SABONETE LIQ LUX 500ML FRASCO *ERVA DOCE,152.00
94782,LOMBO BACALHAU COSTA SUL 600G DESSALGADO,152.00
104176,"RECHEIO LACTA 1,05KG SUAS CRIACOES DIAMANTE NEGRO",152.00
106410,PRESERVATIVO PRUDENCE C/8 CORES SABORES LV8 PG6,152.00
4155,VELA DE ANIVERSARIO AZUL CONSERV NUMERO 6,152.00
88443,FARINHA TRIGO NORDESTE 5KG PIZZA TP1,151.00
22269,VINHO ARBO 750ML MOSCATO SECO,151.00
80572,COLORACAO KOLESTON UN LOUR CINZ 71,151.00
46944,CHUPETA NEOPAN NEON N2 AZUL,151.00
87176,VINHO LOMA NEGRA 750ML CHILENO TINTO SECO PINOT NOIR VALLE CENTRAL GARRAFA,151.00
86276,XICARA CHA NADIR DURALEX DIAMANTE,151.00
18760,CUIA VIDU REVESTIDA POLIEPOX SUPER,151.00
102702,FAROFA PRONTA YOKI DE MILHO PREMIUM 380G,150.00
89438,SHAMPOO NIELY GOLD HIDRATAC?O MILAGROSA COM AGUA DE COCO + EXTRATO DE BABOSA 275ML,150.00
105767,DESENG GUIMARAES 5L COZINHA DX 30 +ECON,150.00
94530,CREME TRAT SKALA 1KG TANGER GENGIBRE,150.00
54660,DUCHA ZAGONEL 220V 5500W LINEA,150.00
96179,KIT CERVEJA HILLNECK IPA 600ML + COPO,150.00
86947,LAPIS COR CIS C/12,150.00
98996,AROMATIZANTE RODABRILL AROMA AIR MARINE 7ML,150.00
43979,AZALEIA P14,150.00
106273,KIT SHAMP 800ML+COND750ML EICO BABOSA,150.00
3866,VINHO SALTON 750ML CLASSIC CAB SAUV,150.00
99113,HAMBURGUER DE ERVILHA SEARA INCRIVEL SABOR CARNE 226G,150.00
105603,BISC BAUDUCCO 335G CHOC,149.00
15280,ADESIVO QUTIL P/PE CADEIRA 38MM,149.00
104805,GEL DENTAL SORRISO CARV?O ATIVADO PARA BRANCO IRRESISTIVEL COM 2 UNIDADES DE 140G LEVE+ POR-,149.00
103278,DEO COLONIA PROC?O SUAVE PARA FEMEA120ML,149.00
105322,"MICRO CRISTAIS DE SILICA GREAT PETS PARA GATOS FINA 4 EM 1 1,6KG",149.00
80568,COLORACAO KOLESTON UN CAST CLAR 50,149.00
106415,PRESERVATIVO PRUDENCE C/8 EFEIT RETARD LV8 PG6,149.00
104180,"RECHEIO LACTA 1,05KG SUAS CRIACOES SONHO VALSA",149.00
99245,OREGANO KITANO 10G,148.00
105779,BALAO BR FESTAS 40CM METALIZ PRATA N0,148.00
85269,SABONETE LIQ DOVE 200ML RF *NUT PROFUNDA,148.00
15917,*PEITO FRANGO EXCELSIOR FAT 1KG,148.00
83347,GORDURA VEGETAL COAMO 500G,148.00
4626,DESODOR PRIMARE 35G RF BASTAO SANIT FLORAL,148.00
7983,SANDUICHE SADIA 145G HOT POCKET BOVINO POSB,148.00
105490,CREME DENTAL SORRISO PARA DENTES BRANCOS TAMANHO FAMILIA E PRECO ESPECIAL COM 3 UNIDADES DE 180G,148.00
60526,BARRA CEREAL NATURALE 22G 7 GRAOS,148.00
87010,ESC CABELO MARCO BONI ALMOF RAQUETE ANIMAL PRINT,148.00
98825,BACON NOBRE RETALHOS 3KG,148.00
30671,QUEIJO TIROL 150G FAT PRATO,148.00
63160,SHAMPOO SUAVE 325ML HID NUT OLE COC,147.00
41244,MOLHO TOMATE SALSARETTI 500G VD BASILICO,147.00
104798,"KETCHUP SALSARETTI 1,02KG",147.00
95792,ESC DENT COLGATE C/2 ULTRA SOFT,146.00
105234,MINI QUINDINS ANETTE RUAS COM 6 UNIDADES 250G,146.00
84571,FARINHA DE TRIGO ROSEFLOR PARA PIZZA TIPO1 5KG,146.00
4213,VELA DE ANIVERSARIO ROSA CONSERV NUMERO 5,146.00
100323,MILK SHAKE ATLHETICA 350G BEST DIET MORANGO,146.00
10647,LUSTRA CHAPA SAIF 340G INOX,146.00
92158,COPA TEBALDII KG DEF VACUO,145.43
98454,CAMINHAO GGB CACAMBA DEKO,145.00
98212,SABONETE PROTEX 500ML DUO PROT,145.00
76887,PRESUNTO AURORA 200G S/CAPA GORD FAT,145.00
105496,"RECHEIO BOM PRINCIPIO 1,01KG LEITE PO LEITINHO",145.00
41247,MOLHO TOMATE SALSARETTI 500G VD OLIVA,145.00
68853,CARNE SUINA DTALIA KG FILE TEMP,144.18
26742,SILICONE QUTIL 50G POLYSTIC 2181,144.00
74490,ELIMINADOR ODORES SANOL 2L CITRONELA,144.00
99653,SHAMPOO HEAD & SHOULDERS CRESCIMENTO FRASCO 2 UNIDADES 200ML CADA,144.00
98363,BRINQUEDO GGB KIT GOUMERT CIA1 C/13,144.00
8341,MASSA ORQUIDEA 500G GR DURO *FUSILLI,144.00
99215,VINHO ESPANHOL NUVA MACABEO FINO SECO BRANCO 750ML,144.00
87378,VINHO SAN ESTEBAN 750ML CLASSIC CABERNET SAUVIG,144.00
104797,MAIONESE SALSARETTI 915G,144.00
100510,SACOS EXTRUSA-PACK PARA HAMBURGUER 18CMX14CM COM 500 UNIDADES,144.00
96542,ESPUMANTE FREIXENET 200ML DEMI SEC ICE,144.00
85470,TEMPERO KARPINSKI 85G C/MOEDOR CUL URUG ADOBO,144.00
100263,BROCOLIS VERDE CLASSE,144.00
103227,QUEIJO PARMISSIMO PARMES?O CILINDRO FRACIONADO 200G,143.00
101388,COCKTAIL HONEY DRINK PINK SENSATION 900ML,143.00
48845,VARAL DE CHAO SLIM MOR C/ ABAS,143.00
103295,SHAMPOO PROCAO 1L CITRONELA,143.00
1625,VINHO GATO NEGRO 750ML CHIL CARM,143.00
79158,LINGUICA CASTRO KG EMBUTIDO TOSCANA,142.70
89226,ADOCANTE MAGRO 65G LIGHT SACHE CART 50X600MG,142.00
3329,VINHO BELTRAME 1L P/SAGU,142.00
90752,FRALDA CAPRICHO SENSATY PREM C/8 G,142.00
105102,GIN GORDONS 700ML LONDON DRY SICILIAN LEMON,142.00
103385,CEREAL MATINAL KELLOGGS SUCRILHOS ORIGINAL 690G,142.00
79168,TOALHA HUGGIES RECEM NASCIDO L6P5,142.00
5526,DESODOR BOM AR 250ML AP+RF LAVANDA,142.00
93394,ALFACE CRESPA VERDE CLASSE UN,142.00
103071,DIFUSOR DE AROMAS GLADE LEMBRANCAS DE INFANCIA 100ML,142.00
105397,KIT DE POTE PLASVALE LINHA CRISTAL QUADRADO COM TAMPA SORTIDO 550ML 3 UNIDADES,142.00
100322,BARRA ATLHETICA 32G BEST WHEY *BROWNIE CHOC,142.00
102657,REFRIGERANTE AGUA DA SERRA DE FRAMBOESA 200ML,141.00
93381,AGUA MIN SMART WATER 591ML. ZR SODIO S/GAS,141.00
105806,TOALHA RO TEKA 340G 45X70 DRY AZUL,141.00
41157,AQUECEDOR AGUA QUTIL 220V,141.00
98210,SABONETE PROTEX 500ML VITAMINA E,141.00
2290,SHAMPOO NIELY GOLD RECONSTRUC?O QUERATINA-V + EXTRATO DE BAMBU 275ML,141.00
104524,DESCANSO DE PANELA FACILITE.UD DE METAL 18CM 1 UNIDADE,141.00
101324,KIT CERVEJA ALCAPONE PREMIUM LAGER 500ML COM COPO+PORTA COPO,141.00
105789,BALAO BR FESTAS 45CM METALIZ CORACAO VERM,141.00
42715,*COLA BASTAO PRITT HENKEL 20G,141.00
44802,VINHO TARAPACA 750ML COSECHA CARMENERE,141.00
79062,CERA DEP DEPIMIEL 200G P/MICRO NAT,141.00
103017,VENTILADOR BRITANIA PROTECT 30 PR 55W 127V,141.00
34928,CUCA ALEMA KG,140.01
4212,VELA DE ANIVERSARIO ROSA CONSERV NUMERO 4,140.00
95967,JIBOIA VERDE C21 PENDENTE,140.00
4211,VELA DE ANIVERSARIO ROSA CONSERV NUMERO 3,140.00
1624,VINHO GATO NEGRO 750ML CAB SAUVIGNON,140.00
48144,QUEIJO STA CLARA 150G MUSSARELA ZE LACTOSE,140.00
35447,ARROZ PAGANINI 1KG ARBORIO,140.00
106062,JG BANHEIRO TAPETES JUNIOR 3PC TECIL POP,140.00
105501,"DIFUSOR DE AROMAS GLADE LIVRE, LEVE E LILAS 100ML",139.00
24329,CORTADOR PIZZA YANG INOX YA19,139.00
95364,SAQUINHO COLETOR PET TOYS CATA CACA COM 3 UNIDADES,139.00
76596,MANTEIGA PRESIDENT 200G TABLET C/SAL,139.00
85463,TEMPERO KARPINSKI 60G C/MOEDOR CUL ESP PAELLA,138.00
7612,VALVULA GAS QUTIL,138.00
95435,CACHACA AMBURANA CABARE GARRAFA 700ML,138.00
5350,CERA POLIFLOR 500ML MAX BRILHO INCOLOR,138.00
95437,CACHACA OURO CABARE GARRAFA 700ML,138.00
3194,VINHO G UNIAO 750ML MALVASIA CANDIA,138.00
104111,CHINELO HAVAIANAS GOLD TOP ROSE 33/34,138.00
106417,REFRIG BIRI 2L POMELO ZR,138.00
99083,QUEIJO PROCESSADO SANTA CLARA TEMPER CHEESE TRADICIONAL 250G,138.00
77259,MOP BRILHUS 830G SPRAY,138.00
32271,CAPSULA CAFE 3 CORACOES EXPRESS PLENO,137.00
105152,VELA 7 DIAS SANDERO ROSA 265G,137.00
82546,SABAO GRAN BRILHO 750G MECANICO ABRASIVO,137.00
93579,CAPSULA CAFE STARBUCKS C/10 PIKE PLACE ROAS,137.00
4789,LIMPA CARPETE KARPEX 500ML,137.00
3578,CAFE 3 CORACOES 200G CAPPUC PT,137.00
104148,CHINELO HAVAIANAS TOP MARINHO *45/46,136.00
105129,ESCOVA SANITARIA OU COM POTE CHUMBO 1 UNIDADE,136.00
87475,MIST BOLO APTI 400G INTEGRAL CHOC,136.00
62040,COMPOSTO LACTEO NESTLE 800G NESLAC COMFOR,136.00
98560,*SHAMPOO EICO 450ML MANDIOCA,136.00
93517,SHAMPOO PANTENE 200ML MICELAR,136.00
103381,CEREAL MATINAL KELLOGGS CHOCO KRISPIS DE CHOCOLATE 530G,136.00
89840,VINHO STA LAURA 750ML MEIO SECO ROSE,136.00
4995,FORMULA INF NAN COMFOR 1 800G,136.00
97381,QUEIJO FRIOLACK KG PARM CUNHA,135.75
92799,CUCA DI PADUA 400G GOIABADA,135.00
102640,"ENXAGUANTE BUCAL ORAL-B DE MENTA REFRESCANTE SEM ALCOOL 1,5 LITROS",135.00
105796,TOALHA BA TEKA 340G 70X130 DRY AZUL,135.00
102200,FORMA PARA BOLO FRITURAMA REDONDA DE ALUMINIO 22CM,135.00
69708,CREME AMENDOIM GUIMARAES 200G PACOCA CREM,135.00
88069,CUIA VIDU BAIXA C/BOCAL LISO UN,135.00
96903,MORCELA SUINA BORRUSSIA KG PRETA,134.56
99089,MOLHO LACTEO SANTA CLARA BRANCO 250G,134.00
88092,COLORACAO BIOCOLOR 75G MINI KIT LOUR CLAR 8,134.00
87520,"CALDO MAGGI 1,01KG CARNE",134.00
91048,DENTITO FILOS 280G INJETADO,134.00
91953,CHOC DIVINE 500G ZERO 50%,134.00
79108,MANTEIGA QUALICOCO 200G S/SAL,134.00
69963,FACA PAO TRAM INOX 8 PLENUS,134.00
9803,DESENTUPIDOR PIA BETTANIN TURBO 499,134.00
4158,VELA DE ANIVERSARIO AZUL CONSERV NUMERO 7,134.00
63565,EXTRATO TOMATE BONARE 2KG SACHE,134.00
68818,CARNE SUINA D`TALIA KG COSTELA VACUO,133.12
101999,"COBERTURA HARALD TOP DE CHOCOLATE BLEND 1,010KG",133.00
11800,AGUA MIN CRISTAL TERRA 20L S/CASCO,133.00
72905,SAL ZIZO 2KG SACHE,133.00
105464,"AZEITONA VERDE LA VIOLETERA FATIADAS EM CONSERVA 1,8KG",133.00
11912,VINHO LATITUD 33 750ML MALBEC,133.00
101864,TEMPERO BR SPICES SEGREDO EXPERT DE CHIMICHURRI 70G,133.00
70748,LIMPADOR UAU 500ML CLORO ATIVO LIMPEZA PESADA,133.00
104844,DESINFETANTE SAIF TALCO PARA USO GERAL 5L,132.00
3728,AGUARDENTE YPIOCA 965ML BRASILIZAR PRATA,132.00
99057,LAVA ROUPA OMO CONCENTRADO LAVAGEM PERFEITA 500ML,132.00
101259,CHA OAK HIBISCO 20G,132.00
84816,BISCOITO DE ARROZ RICE UP SEM GLUTEN 7 SUPER SEMENTES PACOTE 120G,132.00
99570,CHICORIA BRATI CONVENCIONAL,132.00
60523,BARRA CEREAL NATURALE 22G BANANA,132.00
86976,BORRACHA CIS BRANCA,132.00
1759,ALCOOL GEL ILHA 480G,132.00
106412,REFRIG BIRI 500ML POMELO,132.00
87210,CAIXA PIZZA ANS 35CM C/25UN,132.00
99020,EVITA MOFO LIMPPANO CLOSET FLORAL ENVOLVENTE 200G,132.00
87092,BORRACHA CIS C/2 ESC VERDE BL,131.00
98539,*DESINFETANTE DOWNY 500ML CASA HIGIENIZADOR,131.00
103161,CARNE BOV BEST KG WERDUM PREM. MEATS FRALDINHA,130.08
1649,FEIJOADA ODERICH 420G,130.00
104824,DESINFETANTE LYSOFORM SUAVE ADOR DE USO GERAL 2L,130.00
106325,DES ABOVE 150ML AERO MASC ZR FEEL FREE,130.00
103939,TACA DE VINHO NADIR BARONE 600ML,130.00
86990,KIT PENTE ESC MARCO BONI ESTAMPA ANIMAL,130.00
9406,GELEIA RITTER 310G FIGO,130.00
7665,TORNEIRA PIA QUTIL 1 2 15CM 20MM,130.00
11996,VINHO JOTA PE 750ML TTO SECO BORDO,130.00
87991,GARRAFA TERM MOR 500ML COLOR SORT,130.00
104868,FRONHA VIVALDI ESTAMPADA DAMASCO 50CMX70CM 1 UNIDADE,130.00
100611,AMACIANTE DOWNY 3L CONC FRESC PRIMAVER,130.00
2867,SUCO PETRYCO 1L FRUTAS CITRICAS,130.00
95063,LING MISTA CASTRO KG DEFUMADA,129.29
100045,FEIJ?O PRONTO CAMIL CARIOCA COM TEMPERO 380G,129.00
5779,CHA PRENDA DE CAMOMMILA COM 10 SACHES 10G,129.00
85821,BISC BELVITA 225G *LEITE,129.00
95294,CAFE STARBUCKS 90G SOLUVEL MEDIUM ROAST,129.00
86945,CORRETIVO CIS BASE AGUA,129.00
